comment,state_group,region
""all the hills are experiencing creep  so usually its just a slow forming crack that requires expensive repairs    but every big rain storm theres the risk the trucked in material will slip down the hill   and if a foundation is built on that dirt  the house is done    "","kentucky","south"
""older  neighborhoods shouldn't be as much of an issue because they didn't use bulldozers to create wide swaths of flat space to drop cookie cutter houses    they just built where they could find flat space and designed the houses and streets with the hills   "","kentucky","south"
""good luck  "","kentucky","south"
""it's a pretty racist and maga area  so as long as you're cool with that  have at it  "","kentucky","south"
""anywhere 20 30 minutes south of the river in campbell  boone  or kenton co  imo "","kentucky","south"
""it depends on what your budget is  what you want in the school district  and what you define as suburban  i don t live immediately in the area any more  but commute there and much of my family and friends are still there   "","kentucky","south"
""i am more partial to the alexandria area if you want suburban  though it s at the edge of more rural  campbell schools are good my friends say  also if you prefer smaller schools  the river city districts are tiny  bellevue is probably the best of them and a nice place to live though more old urban than suburban  finally if your in to the catholic school thing  there is a strong system with an elementary in most communities and something like five or six high schools  "","kentucky","south"
""second this  burlington would be great if you can find something  the parks alone are worth it  idlewild is spacious and the arboretum is so pretty to walk around  boone woods by the ymca is nice too  "","kentucky","south"
""great suggestions and i ll add villa hills  i ve been in area for over 20 yrs  "","kentucky","south"
""i'm near that area and love it "","kentucky","south"
""we just ordered a pair for our daughter from the walmart right here in crestwood  they had quite a few varieties  "","kentucky","south"
""you should see if a walmart near you carries them  they have to order the lenses in  but they showed up in less than a week  "","kentucky","south"
""that's how my glasses are made  they're from pair eyewear  paireyewear com   maybe one of their styles will fit your glasses  "","kentucky","south"
""unless you got some complicated prescription i have to believe it would be easier to just order some prescription sunglasses off the internet  "","kentucky","south"
""kings eye care is where i got mine "","kentucky","south"
""there is a brand called  chemistrie clips  https   eyenavision com chemistrie    i have them myself on my prescription lenses   you have to order them at the time you order your new prescription glasses because the sunglasses part is cut to exactly match the lens of your glasses that the magnets are embedded in to   you can get them added to any pair of frames that you find at the optometrist's  they're not specific to any one brand  but an add on feature  "","kentucky","south"
""this should be an option that many optometrist offices would carry  i got mine at vision first which has locations all over louisville  "","kentucky","south"
""edit   i looked it up and there is a visionfirst at 315 leonardwood drive frankfort  ky that is listed as a retail carrier on the chemistrie clip website i linked  "","kentucky","south"
""i got some like that on zenni optical  online  about  30 for frames  rx lenses with anti glare and antiscratch "","kentucky","south"
""do you have a link to the pair you got   i would like to try them on to see how they look and fit  "","kentucky","south"
""do you know what brand the frames are so i can look into them  "","kentucky","south"
""we walked in to buy them  sorry  i don't know if they have them online  "","kentucky","south"
""mine were the lenses  they put em in my ray bans  they just had little metal circles up in the corners   the  sunglass  part had little magnets that made the shades stick to the frames "","kentucky","south"
"" https   www 88clipon com custom made for ray ban 5184 54x18 f polarized clip on sunglasses eyeglasses not included   https   www 88clipon com custom made for ray ban 5184 54x18 f polarized clip on sunglasses eyeglasses not included    "","kentucky","south"
""kinda like this but not exactly "","kentucky","south"
""technically  i think yes   in reality  probably not  ulpt  biggest concern is that it has a title in someone's name that will keep accruing taxes  so you'll want to get that taken care of   if it is going to sit on the same land forever and never be moved again  you'd need to say it has been junked  "","kentucky","south"
""don t quote me but i moved from utah to kentucky and took a while to register title it here and i wasn t charged any sort of back taxes but if you do end up registering it and you have record of the utah sales tax you paid keep it with you to bring to the county clerk because the reciprocal tax credit rate they have for utah is significantly lower than the actual tax rate i paid  the paperwork showing what i paid kept them from collecting any sales tax upon registering "","kentucky","south"
""if it s going to stay in one location for more than 12 months the county may have zoning ordinances that apply  if it s not visible might not be an issue at all but if some one is living in it full time depending on the county s code and the property zoning there could be some sort of conditional use  permit requirements  if not occupied then it s irrelevant  "","kentucky","south"
""no need to register it with the dmv if it's not being towed and stays on private land  just double check local zoning laws to be sure  "","kentucky","south"
""thank you  it will probably be towed at some point and the title is in my name  i guess the taxes part makes sense since kentucky is one the shitty states that makes you pay property taxes yearly on vehicles in addition to registration  i guess since it just expired in utah then  i should probably go get it registered so its not an issue when we are ready to tow it "","kentucky","south"
""good to know  i definitely have all the original purchase paperwork just in case  "","kentucky","south"
""meh  there are no codes or ordinances in my area other than you are required to have a septic before you can get power "","kentucky","south"
""if you don't have to pay taxes to utah and aren't planning on moving it  i don't think i would bother  you'll just end up with a tax bill every year and will not be able to tag your other vehicles if this tax isn't paid  i would consider scrapping it at the courthouse so it doesn't show up again in the future  "","kentucky","south"
""there s almost certainly codes but very possibly no enforcement  the septic is state permitting under federal regulations though and they do have money for enforcement "","kentucky","south"
""yea  my main concern is if we do decide to tow in a couple years  will i get hit with back taxes or anything  probably not tbh given im in a small town in a tiny county and they dont seem to care that much  but you never know "","kentucky","south"
""no  there really isn't  there may be some electrical requirements for hookup  but even that is just checked by the power company themselves  not the county  the county has no building inspectors at all and doesn't require a permit for placing or building a house  they will  if they notice a house  have the pva get a value for tax purposes  but if you were to build completely off grid and completely away from sight  they likely wouldn't even notice "","kentucky","south"
""go to five businesses and fill out a job application  you can do it online  then  report that to the unemployment office  which you do online  it will ask for the business name  address  phone    ect  that's it  "","kentucky","south"
""downtown corbin was once vacant and seemingly on its last legs  nowadays it's teeming with all manner of businesses  what brought the renaissance to the old railroad town  "","kentucky","south"
""i've been three times in the past month and everything i've had has been awesome  except for the cheese grits  do not order the cheese grits  "","kentucky","south"
""sounds like a good time to me  "","kentucky","south"
""i've never been to corbin  just looked it up on google maps   what is going on with the city limits  "","kentucky","south"
""i wondered the same thing  corbin's always had money  which helps  another thing corbin has that other eky towns don't is a cohort of young  wealthy entrepreneurs  there are a couple of anchor businesses that have been running in corbin for a long time  and i think that laid the groundwork for downtown's turnaround  i'm sure local government helped "","kentucky","south"
""now if everyone could learn to parallel park correctly on main st    "","kentucky","south"
""it's at the corner of a few counties  which complicates things  and somehow a land grab started between london and corbin  two of the biggest towns in the area "","kentucky","south"
