comment,state_group,region
""focusing on all of the negative parts of anything will make you view the whole thing in a negative light  it's better  imo  to focus on the positive while working to improve the negative  i'm not saying to ignore it  just don't let it consume you  "","mississippi","south"
""we do   show us your pics and tell us your stories   ∞ "","mississippi","south"
""it's impossible to  fix  mississippi  the majority of voters here love the way it is today and the state leadership loves being able to fleece the population any time they wish  they have willing victims going to the ballot box every election  and they'll keep voting that in as long as they draw breath  even if it's unfriendly to anybody but their narrow demographic  they don't care  "","mississippi","south"
""bobcat and coyotes "","mississippi","south"
""alligators "","mississippi","south"
""raptors   eagles  hawks  kestrels  etc        "","mississippi","south"
""top is kinda relative  bats in mississippi probably take a greater protein mass of mosquitoes as prey than the combined protein mass of kills by all the mississippi bobcats  bats dont seem to become prey too often  but i can see how i could miss smaller raptors nabbing them out of the air at dusk  "","mississippi","south"
""for mississippi  it's the louisiana and american black bear and the alligator   "","mississippi","south"
""historically  the eastern panther and red wolf  until european settlers killed them off  if you want to go further back in the cenozoic period  there were once american lions  jaguars  short faced bears  and the smilodon roaming this region  "","mississippi","south"
""cougars  scientists say they're extinct in mississippi  someone forgot to tell that to the cougars  "","mississippi","south"
""wolves  black bears  alligators  bobcats  snakes  "","mississippi","south"
""praying mantis "","mississippi","south"
""i saw a lady on the news say they had snow leopards in crenshaw  so i'm going with snow leopards  "","mississippi","south"
""bottlenose dolphin "","mississippi","south"
""somewhat the lowly mosquito didn't make anyone's list  it is classified as a micropredator  but it is a predator just the same  "","mississippi","south"
""alligators "","mississippi","south"
""some people shoot bobcats while they're out deer hunting    those people are assholes   "","mississippi","south"
""i don't know if coyotes are truly native though  "","mississippi","south"
""acceptable and elaboration welcome  "","mississippi","south"
""i thought coyotes aren t technically native to the eastern states including here until after we killed off the wolves in the east as well  "","mississippi","south"
""classic  and maybe the baddest of them all   "","mississippi","south"
""nice  whose boss of them  eagle  "","mississippi","south"
""d bag  here with some out of the bat box thinking   "","mississippi","south"
""totally acceptable  much respect to a king and savior   the bat  "","mississippi","south"
""i m inclined to agree that those are top dawg predators   "","mississippi","south"
""and i love the bit about predator ancestors  i m imagining an american lion  so goofy and proud  but get outta here with that short faced bear   too cute of a name for a killer   a smilodon which i definitely have heard of before   they could never survive in these times  i guess time is the biggest predator of all come to think of it  "","mississippi","south"
""you don t have to tell me fragaham  i am a 40 something year old lady  the instinct to bite is real  Ö â  "","mississippi","south"
"" but if you mean this literally  tell me more  "","mississippi","south"
""oooh applechestnut coming in with hot list   "","mississippi","south"
""but "","mississippi","south"
""i m gonna need some info on the wolf bit  name  locale etc   "","mississippi","south"
""and "","mississippi","south"
"" snakes  is unacceptable  sorry  please be more specific "","mississippi","south"
""well it is the bible belt "","mississippi","south"
""if you say so  "","mississippi","south"
""intrigued but not sold  "","mississippi","south"
""i mean i see your point but still am refusing to accept  i can kill them with a fast slap  "","mississippi","south"
""i listed them because they re here  i didn t think about them being native or not  they ve been here so long i think of them as native  "","mississippi","south"
""hunters shoot bobcats claiming they decimate the turkey population  i don t know if that s true    i don t shoot them as they remind me too much of a pet   i had one in my scope on friday  "","mississippi","south"
""i ll add two more to the list  alligators and alligator gar for water  the alligators are usually limited to central and southern mississippi while alligator gar can be found throughout the state   "","mississippi","south"
""currently the bobcat and coyote are our biggest land based predators  we used to have native populations of red wolves and cougars but habitat change killed those off    the last known wolf killing was in 1946 and i don t know when the last cougar was killed   "","mississippi","south"
""we do have a small population of about 150 black bears but not enough to consider them a predator  "","mississippi","south"
""what kind of homework are we doing here  "","mississippi","south"
""coyotes aren't considered invasive since they spread naturally into our area  they are looked at as nuisances  though  "","mississippi","south"
""nah   the boss is the peregrine falcon since it is the fastest animal on the planet  "","mississippi","south"
""eagles are big and sound silly  "","mississippi","south"
""edit  we have peregrine falcon visitors where i live  i've been lucky enough to watch one hunt  they fly like bullets  "","mississippi","south"
""edit   2   my phone doesn't like the word peregrine  "","mississippi","south"
""gray wolf and red wolf are both native to mississippi  mississippi has a large variety of native snakes including but not limited to the cottonmouth  copperhead  timber rattlesnake  pygmy rattlesnake  eastern diamondbacks  kingsnakes  eastern garter snakes  gray rat snake  and more  "","mississippi","south"
""the mississippi sound  biloxi bay  and st  louis bay are home to thousands of dolphins  the brackish water supports a large supply of biomass that works its way up the food chain  the dolphins love to eat mullet and speckled trout lol  they always like to swim alongside the shrimp boats for a free meal and eat their bycatch  i ve seen more dolphins in ms than anywhere else in the country i ve been to  believe it or not  many dolphins in the sound that are alive today have also survived hurricane katrina  the bp oil spill  and the 2011 and 2019 bonnet carr  spillway openings  "","mississippi","south"
""i don t shoot them either i enjoy watching them too much  "","mississippi","south"
""the excuse i've heard is about them reducing the deer population    which is something that is badly needed  "","mississippi","south"
""you need to read the ms whitetail fb pages  people see black panthers erryday Ç "","mississippi","south"
""oh this elaboration  chefs kiss  "","mississippi","south"
""the only kind that matters  ú "","mississippi","south"
""i m looking to be edified  "","mississippi","south"
""props for you for spelling peregrine   "","mississippi","south"
""i m just gonna assume that s how it s spelled  "","mississippi","south"
""that s wild you ve seen them here  not sure if that makes them native  where is the line on that anyway   but def acceptable based on cool factor alone  "","mississippi","south"
""wolves   i m still incredulous   "","mississippi","south"
""your snake list is impressive  my preference would be to have them listed in order of your preference  ie which one you identify with or  respect the most at the top  but it is very acceptable as is  "","mississippi","south"
""okay   i mean  i respect their survival skills  and i know they are kinda brutal and not the cute dogs of the sea we might imagine them to be   but they remain charming and if predators they are  then who am i to deny their status on a list "","mississippi","south"
""i m in no way a biologist  but i can t imagine they impact the deer population much  plus deer are over populated   a mature bobcat is slightly larger than a large house cat  "","mississippi","south"
""wait what   i didn t know those where even a possibility "","mississippi","south"
""yes  fb the home of rational  intelligent people who don t believe in conspiracies  "","mississippi","south"
""i just shake my head and laugh at people now about this  this is mississippi   someone would have already shot and killed one by now and put it on facebook  "","mississippi","south"
""i get so cracked up on the animal id subs  people are constantly posting domestic cats and asking what they are  people are horrible at judging distance and size  "","mississippi","south"
""and the  screaming    it was more than likely a fox  "","mississippi","south"
""yes  fb the home of rational  intelligent people who don t believe in conspiracies  "","mississippi","south"
""ah  okay   just for learning's sake  i can get behind that  "","mississippi","south"
"" removed  "","mississippi","south"
""they are the most widespread bird of prey  you can find them almost everywhere in the world  "","mississippi","south"
""we also have american kestrels  we had a nesting pair on our property last year  but one was killed on the road   ≠ "","mississippi","south"
""we killed off the wolves in the eastern states for the most part  the last known wolf in mississippi was killed in 50's  i believed  canis rufus red wolf  had a range from i believe texas to north carolina and the gulf to ohio again  this is from my memory   the red wolf is mostly extinct  although there are efforts attempting to revive them  red wolves appear to be a subspecies developed from gray wolves and coyotes in the west hybridizing  they would have been the most plentiful wolves in mississippi and the gulf states i think   "","mississippi","south"
""as far as snakes  i'd probably move timber rattlesnake up to the top  just because i've always loved names timber rattlesnake and timber wolf  because as a kid it just seemed more threatening for some reason  not really sure why  but it did  kingsnakes in second  because they eat other snakes  especially the venomous ones  and they put more strenth in their coils than other types of snake  probably because they have a preference for eating other snakes and lizards  other than that  the list is fine  oh  and put in the red bellied mudsnake  because they are really cool looking  "","mississippi","south"
""they kill fawns  which  again  i don't think is an issue due to overpopulation  but i am not an obsessed hunter who thinks the little danger kitties are stealing my deer  "","mississippi","south"
""they are about as believable as bigfoot  ufos  lizard people  etc  "","mississippi","south"
""note that this determination is made purely at the whim of the moderator team  if you seem mean or contemptuous  we will remove your posts or ban you  the sub has a certain zeitgeist which you may pick up if you read for a while before posting  "","mississippi","south"
""scroll on by    "","mississippi","south"
""well it s no wonder if they are such power flyers   "","mississippi","south"
""i bet that nesting pair was fun to watch   "","mississippi","south"
""  until it wasn t  ¢ ä  "","mississippi","south"
""applechestnut  you understood the assignment in a blue ribbon way   "","mississippi","south"
""i appreciate the wolf info  heartbreaking as it is  î "","mississippi","south"
""and totally agree about  timber  bumping up the power factor of a name   "","mississippi","south"
""love that bit about the king snake coils  also a great name   "","mississippi","south"
""i m going to have to look up a pic of the red bellied mud snake  its name is like the inverse of timber rattle snake  sounds unsuspecting but in a suspicious way  "","mississippi","south"
""i still think about seeing it on the side of the road when my husband told me someone hit it  it was so beautiful  "","mississippi","south"
"" ç "","mississippi","south"
